,title,artist,track_uri,year,pos1999,pos2000,pos2001,pos2002,pos2003,pos2004,pos2005,pos2006,pos2007,pos2008,pos2009,pos2010,pos2011,pos2012,pos2013,pos2014,pos2015,pos2016,pos2017,pos2018,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,speechiness,valence
2035,Belle Helene,Doe Maar,46LNQvIkDX7hs0M466DD6h,1982,0,294,841,771,889,1012,1091,1176,1186,1045,1165,1229,1015,530,795,1089,939,876,811,926,0.112,0.737,169613,0.555,0.00023,-10.423,0.0376,0.976
2036,Down Man,Brainbox,11ygR5HZFXjtQIF3ggvwvr,1969,0,295,0,419,382,349,332,407,381,378,504,582,724,867,872,1034,1208,1326,1276,1545,0.00177,0.431,155040,0.763,0.0064,-8.551,0.0563,0.513
2037,Appleknockers Flophouse,Cuby & the Blizzards,7FcYzZLENZjaCKaqL2mRPt,1969,0,311,0,314,411,390,419,430,425,420,465,457,288,554,678,833,1113,1232,1142,1580,0.00301,0.308,150693,0.707,2.53e-05,-9.437,0.0994,0.674
2038,A Kind Of Magic,Queen,5RYLa5P4qweEAKq5U1gdcK,1986,0,322,489,392,584,562,525,601,732,583,573,672,537,403,760,775,880,733,918,507,0.0184,0.67,264253,0.776,0.00294,-5.874,0.0356,0.703
2039,In A Lifetime,Clannad & Bono,6MXOP2futpG84fk4Oqou5Y,1986,0,349,259,280,403,430,503,503,521,454,651,642,563,779,765,816,804,862,915,1118,0.429,0.462,187987,0.519,3.47e-05,-9.957,0.0302,0.304
2040,Nightporter,Japan,5Wj1LsuKos3wyQNnWZqJTz,1980,0,354,0,0,0,0,500,648,658,892,747,778,843,792,796,822,887,1085,980,1548,0.907,0.521,419173,0.143,0.299,-15.386,0.031,0.0864
2041,Real Men,Joe Jackson,5ImoRAws2ni1qYWrLR7sqi,1982,0,356,419,397,247,378,554,604,788,512,593,653,681,605,592,597,591,700,703,894,0.494,0.676,242573,0.452,1.89e-06,-7.283,0.0265,0.345
2042,Action,Sweet,5cTJwXAVQtWO5y1k9OWXeE,1975,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608,0.312,198680,0.818,0.00892,-5.473,0.0521,0.622
2043,Hunting High And Low,A-Ha,5tewIdMVsaJWN19ZnmnPNN,1986,0,364,0,0,0,0,592,818,605,962,844,720,917,950,1037,942,865,821,870,1826,0.301,0.513,228693,0.676,0.0,-6.148,0.0309,0.311
2044,Gimme Shelter,Rolling Stones,6H3kDe7CGoWYBabAeVWGiD,1969,0,370,512,259,179,240,273,241,224,229,192,189,185,182,112,53,85,99,80,99,0.447,0.634,270773,0.63,0.039,-8.277,0.031,0.489
2045,She Flies On Strange Wings,Golden Earring,1rYvwQhTKG8l1yzlJcJB2P,1971,0,374,326,334,361,490,473,414,657,460,570,617,574,709,656,711,823,967,926,1200,0.019,0.319,442840,0.698,0.0372,-8.104,0.0426,0.254
2046,Zeg Maar Niets Meer,André Hazes,2x7VFpoHN8eutpliLKFfuh,1982,0,386,745,819,988,552,782,1023,766,775,1418,1431,1476,1215,1183,1149,981,917,751,492,0.161,0.272,168760,0.58,3.34e-06,-8.684,0.0391,0.397
2047,Beds Are Burning,Midnight Oil,1CtAzw53AIXKjAemxy4b1j,1988,0,387,488,484,716,671,843,845,922,756,1009,915,953,743,747,796,884,1077,1017,1133,0.00787,0.753,255680,0.427,0.00065,-11.112,0.0387,0.295
2048,Let Love Rule,Lenny Kravitz,2pmN85k5m9nO1rWaCDdrNE,1989,0,391,0,614,509,449,683,691,818,637,768,784,829,952,911,725,681,818,868,1105,0.0293,0.689,342160,0.452,0.253,-12.927,0.0408,0.697
2049,Relax,Frankie Goes To Hollywood,2K22nUTdyr48JDwI5t906t,1984,0,394,634,620,685,737,1224,1240,1681,1051,1384,1466,1579,1299,1650,1431,1852,1349,1376,1622,0.326,0.676,236800,0.695,1.09e-05,-13.395,0.0392,0.691
2050,Uncertain Smile,The The,31alFPGPYXPTGLQfmkp8fh,1984,0,396,0,0,0,0,742,814,752,1104,953,1046,945,1160,913,874,852,947,974,1427,0.0322,0.593,411973,0.931,0.588,-5.232,0.0517,0.755
2051,Baba O'Riley,Who,3qiyyUfYe7CRYLucrPmulD,1971,0,401,0,0,0,0,393,288,273,516,148,167,178,137,141,186,170,219,256,377,0.313,0.489,300400,0.724,0.185,-8.367,0.0352,0.15
2052,Waiting On A Friend,Rolling Stones,4Wd9pEtEnZNDjgiswGOpJb,1981,0,411,735,373,567,638,673,688,884,659,874,808,834,811,733,679,970,1007,927,956,0.157,0.606,274227,0.794,0.0406,-6.042,0.0282,0.911
2053,In My Life,Beatles,3KfbEIOC7YIv90FIfNSZpo,1965,0,415,459,596,514,631,589,584,539,562,619,700,837,759,825,969,728,997,1040,1442,0.449,0.688,146333,0.435,0.0,-11.359,0.0323,0.435
2054,Mr. Pleasant,Kinks,6EOsbubL3lIxRmVz6L1cfK,1967,0,418,1412,1503,1755,1534,1547,1417,1819,1544,1756,1858,0,0,0,0,0,0,0,0,0.0675,0.561,177973,0.807,0.0,-5.5,0.0438,0.655
2055,Old Man,Neil Young,16XeptMdlJTWWeIrwEAOvv,1972,0,426,618,490,391,394,440,398,349,387,244,240,328,282,177,235,252,249,112,227,0.431,0.702,202147,0.244,0.00867,-15.286,0.0355,0.444
2056,David's Song,Kelly Family,27knl6Sgfukvz1hCMmh3vh,1979,0,435,1363,1235,1863,1640,1682,1706,1765,1641,1992,0,0,1960,1910,1947,0,0,0,0,0.397,0.137,226693,0.482,0.000264,-10.476,0.0369,0.164
2057,Slippery People (Live),Talking Heads,2WDvW3o8WeGN4v4cpsYVhT,1985,0,448,541,538,637,708,800,703,1076,744,744,647,602,697,573,409,602,698,699,597,0.216,0.637,240960,0.851,0.0365,-8.127,0.0437,0.84
2058,Crazy Little Thing Called Love,Queen,6xdLJrVj4vIXwhuG8TMopk,1979,0,463,602,601,529,458,479,582,720,565,639,727,460,525,575,727,665,639,686,364,0.713,0.599,163373,0.761,4.74e-06,-6.887,0.0421,0.712
2059,Suite: Judy Blue Eyes,"Crosby, Stills & Nash",2PuUFT13yCzUOZun94WOXv,1969,0,469,0,585,754,697,725,823,844,762,878,1018,1007,1168,1118,1397,1424,1800,1972,1957,0.469,0.451,444053,0.364,0.0,-13.126,0.0436,0.298
2060,Tunnel Of Love,Dire Straits,4ZSDreApKOo6eQYFx9qXfD,1980,0,472,0,353,285,473,461,560,543,485,547,473,700,609,540,623,682,763,704,715,0.242,0.488,489507,0.792,0.0147,-7.882,0.0373,0.617
2061,Dansen Op De Vulkaan,De Dijk,1j7aPoANztOLF501wbUzAm,1987,0,478,0,449,257,541,380,263,350,343,339,332,333,360,401,405,403,370,460,471,0.0338,0.583,267333,0.804,0.000304,-13.79,0.0391,0.854
2062,Heaven,Bryan Adams,7Ewz6bJ97vUqk5HdkvguFQ,1985,0,479,276,317,355,293,544,543,613,459,861,810,730,815,915,1073,941,1071,1029,929,0.0465,0.382,243360,0.589,0.0,-7.315,0.0267,0.335
2063,Save A Prayer,Duran Duran,1ff8lsrJ2kuZuofMw81EQo,1985,0,493,813,458,701,812,1119,1177,1314,982,1230,1302,1098,1143,1137,1162,858,1214,1046,1304,0.35,0.572,333307,0.706,0.0,-8.707,0.0283,0.671
2064,Baggy Trousers,Madness,6RJXCT2WrJKduOyxCNf6tO,1980,0,495,1021,1042,627,805,1089,1471,1542,1119,606,681,802,613,756,740,826,894,929,1268,0.144,0.641,166760,0.888,0.0,-5.213,0.0364,0.958
2065,Blue Monday,New Order,1RSy7B2vfPi84N80QJ6frX,1983,0,497,442,495,475,466,548,483,792,545,622,768,760,478,424,455,462,421,424,354,0.000726,0.793,450800,0.703,0.88,-9.548,0.0581,0.856
2066,I've Seen All Good People,Yes,3skk6UIXV4kepq2bdYy97g,1971,0,499,0,559,621,936,1140,1117,1162,990,1095,1161,1428,1719,1610,1609,1747,0,0,0,0.0418,0.417,413347,0.425,1.31e-05,-11.689,0.062,0.498
2067,Tie Your Mother Down,Queen,4mLKx7zsUdyT4Ax7rI7KXu,1977,0,501,785,939,955,1015,932,1186,0,1389,918,1124,886,1108,904,978,927,912,865,732,0.114,0.331,287427,0.887,0.000103,-5.588,0.0648,0.196
2068,Two Out Of Three Ain't Bad,Meat Loaf,2ph0hzV1kCVhR82E2La4q5,1977,0,502,212,523,500,799,0,0,925,1244,809,831,755,829,816,841,957,988,1043,1216,0.385,0.586,324440,0.48,0.0,-9.138,0.0243,0.488
2069,Alone,Heart,54b8qPFqYqIndfdxiLApea,1987,0,506,672,702,820,898,908,827,1080,863,792,803,866,509,615,547,629,604,498,745,0.638,0.418,218733,0.452,0.00026,-13.099,0.0356,0.168
2070,Down Down,Status Quo,5vVZaiK2mIL9WE1GWikOE6,1975,0,509,262,381,418,414,381,455,563,432,496,512,675,576,681,688,792,845,820,983,0.113,0.47,324960,0.899,6.89e-05,-7.127,0.0333,0.213
2071,Long As I Can See The Light,Creedence Clearwater Revival,4Sk6QA0RoRqZ3Hg9TlAX4X,1970,0,511,479,1011,787,748,802,934,937,819,1011,896,1006,1083,1024,1074,1099,1271,1256,1069,0.35,0.707,210867,0.407,0.000253,-7.045,0.0373,0.532
2072,Lord Of The Ages,Magna Carta,7fBMjalh4bRnOSNH7NOtbs,1973,0,512,0,0,0,0,0,0,0,0,1373,1133,1259,1212,1432,1379,1346,1734,1876,0,0.217,0.412,599373,0.437,0.121,-9.319,0.0295,0.144
2073,See Emily Play,Pink Floyd,2Ssoqlrufqz9Z9JRfigo2V,1967,0,515,0,930,656,763,986,869,847,820,1000,1039,1086,1331,1078,1374,1545,1985,1859,0,0.205,0.456,173800,0.71,6.4e-06,-9.205,0.0361,0.411
2074,Elected,Alice Cooper,6avV0X27a8FKFbX8JOdHbc,1972,0,537,583,687,574,629,809,996,894,772,1332,1052,1271,1618,1777,0,0,0,0,0,0.0604,0.295,248040,0.74,0.142,-13.073,0.0344,0.506
2075,Purple Haze,Jimi Hendrix Experience,0wJoRiX5K5BxlqZTolB2LD,1967,0,542,1236,570,491,457,421,608,636,542,382,602,329,406,377,586,766,995,1055,937,0.00876,0.533,170813,0.905,0.578,-5.27,0.0754,0.486
2076,What It Is,Mark Knopfler,65f8Ca4HbZCMLhpZPTHW4O,2000,0,545,0,340,455,762,653,836,950,724,708,697,541,417,400,448,445,617,710,720,0.615,0.624,295893,0.682,0.252,-7.274,0.0302,0.432
2077,Be My Number Two,Joe Jackson,5UFBEYaigXPoScwPOK4Wft,1984,0,548,566,521,515,435,482,530,678,524,555,584,764,467,503,557,556,710,602,733,0.336,0.397,259693,0.312,0.0,-10.096,0.0305,0.283
2078,Black Velvet,Alannah Myles,1KU5EHSz04JhGg3rReGJ0N,1990,0,549,510,593,651,742,941,1072,760,786,1739,1428,1280,1239,1413,1392,1402,1380,1229,1234,0.273,0.754,287440,0.366,9.04e-05,-10.07,0.0312,0.469
2079,When Doves Cry,Prince & the Revolution,51H2y6YrNNXcy3dfc3qSbA,1984,0,553,0,651,563,498,826,816,1050,759,863,616,678,611,543,587,658,207,341,359,0.0102,0.729,352906,0.989,4.45e-05,-4.613,0.049,0.84
2080,Love Like Blood,Killing Joke,1zkQJfNo2KpqqCKOOvWPF4,1985,0,554,0,0,0,0,0,0,0,0,1227,0,1169,1229,988,947,972,952,931,1036,0.0319,0.411,265467,0.645,0.0121,-10.722,0.0431,0.433
2081,Alive And Kicking,Simple Minds,2x5IXUFOcvvBUtEpnCBNlp,1985,0,563,454,336,300,506,577,593,917,567,699,639,668,367,454,514,560,649,641,589,0.0753,0.572,289453,0.913,1.5e-05,-4.26,0.0362,0.561
2082,Liefde Van Later,Herman Van Veen,06IedMIA8r8jSgWzGcW6o5,1969,0,575,546,442,362,433,288,277,174,254,271,288,309,475,403,350,437,538,673,641,0.973,0.5,252493,0.0765,0.00108,-21.615,0.0459,0.13
2083,Money Money Money,ABBA,3lKN03PDeBnXZS7sDukRBt,1976,0,577,1004,1284,1463,1262,1051,1496,1232,1264,1420,1452,1354,1822,0,0,0,0,0,1791,0.535,0.787,186427,0.704,0.00305,-6.873,0.0385,0.646
2084,Sadeness,Enigma,57h06SZNL6LJ3YKZ1UGCeu,1990,0,580,889,763,655,1176,1316,1115,1387,1094,1705,1495,1482,1071,1364,1477,1639,1869,1798,1978,0.0928,0.588,255533,0.644,0.0472,-9.547,0.0338,0.49
2085,Merry Xmas Everybody,Slade,4dBQWyoZmmgvFBlALGlqZi,1973,0,593,816,897,937,946,1168,1172,1346,1105,1103,1199,1309,1711,1550,1635,1869,1821,1898,1885,0.112,0.402,223720,0.755,0.0,-5.46,0.039,0.43
2086,Miss You,Rolling Stones,5pTWpY8l7B1XcQnijEFGFj,1978,0,597,1048,639,926,820,861,968,1358,956,1259,1077,1107,1006,748,859,1127,1211,1041,1003,0.443,0.795,288667,0.71,0.0215,-4.746,0.0392,0.845
2087,Dancin' Fool,Frank Zappa,6tCk1N85t6h4v1xXI6o0Ad,1979,0,605,586,696,631,746,649,660,509,608,690,765,857,662,750,873,1085,1509,1719,1827,0.412,0.547,222800,0.644,2.72e-06,-9.417,0.147,0.546
2088,Little Willy,Sweet,5yGYWR0ZTgaQbjQVq1FFbW,1972,0,613,0,0,1525,1688,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.662,192293,0.772,1.22e-06,-7.135,0.0356,0.914
2089,Mamma Mia,ABBA,2TxCwUlqaOH3TIyJqGgR91,1975,0,616,0,1067,673,379,355,485,481,479,366,331,480,567,692,664,769,547,613,325,0.295,0.749,213267,0.748,0.000443,-7.011,0.0323,0.827
2090,Moondance,Van Morrison,683b4ikwa62JevCjwrmfg6,1970,0,617,0,319,383,403,433,364,377,386,412,396,510,597,534,606,649,928,923,1207,0.501,0.606,274040,0.282,8.3e-06,-12.207,0.0339,0.563
2091,This Is Not America,David Bowie & Pat Metheny Group,3Tc5BaETZ8E6p1xlSNotzt,1985,0,623,905,1253,1284,1263,1629,1594,1751,1491,1854,1378,1373,1363,1038,973,1199,491,919,1067,0.0569,0.715,231427,0.674,0.0033,-11.917,0.0376,0.65
2092,Hou Van Mij,Het Goede Doel,4h5k42ijvdi9nkwjVbvARc,1983,0,629,1034,1030,1291,1253,1270,1395,1805,1384,1553,1403,1491,1528,1649,1779,0,1753,1991,0,0.0052,0.575,355067,0.6,0.0246,-12.43,0.0325,0.507
2093,La Comparsa,ZZ en de Maskers,13GjDVXla9cLlduldjofzA,1964,0,631,708,854,525,572,547,578,529,561,0,1146,1339,1666,1757,1340,1437,0,0,0,0.543,0.467,164427,0.412,0.741,-10.455,0.0291,0.75
2094,Living Doll,Cliff Richard,2OqzR7I7GF19T2qPrbmYQC,1959,0,635,684,800,949,932,991,912,875,878,1274,1402,1410,0,0,0,0,0,0,0,0.501,0.599,156793,0.481,0.0,-7.412,0.0467,0.772
2095,Running Up That Hill,Kate Bush,75FEaRjZTKLhTrFGsfMUXR,1985,0,639,973,862,742,790,803,939,774,794,722,770,756,675,652,596,648,591,622,561,0.72,0.629,298933,0.547,0.00314,-13.123,0.055,0.197
2096,Absolute Beginners,David Bowie,5PBFhuXB9tgBaP31nfbkS5,1986,0,651,1414,1108,1228,1333,1534,1568,1788,1497,1391,1244,1591,1007,1116,1146,1342,586,859,1076,0.0712,0.563,337667,0.77,0.125,-8.672,0.0388,0.43
2097,Always On My Mind,Elvis Presley,1B5Tp2Ml9nLlmTSJx8xVfI,1972,0,652,524,383,278,332,255,314,263,279,320,325,459,353,423,545,502,542,501,519,0.746,0.358,218440,0.387,0.0121,-14.342,0.0324,0.495
2098,Just Can't Get Enough (Live),Depeche Mode,5LAdBsIfjzAsusjc6WSLmH,1985,0,655,0,566,883,695,1004,904,1027,893,944,1042,972,1003,834,977,978,824,900,1115,0.0082,0.653,335467,0.975,0.5,-9.071,0.0409,0.911
2099,Love Her Madly,Doors,3MFFDRC4wTN9JNGtzXsZlN,1971,0,658,615,557,630,705,879,1009,1112,849,886,987,854,888,940,1134,1368,1431,1412,1845,0.0573,0.564,198467,0.587,0.00485,-7.393,0.0316,0.966
2100,Sign O'The Times,Prince,4Yenz5JZZOUiZSeyKY8bDz,1987,0,660,699,537,489,550,828,926,714,693,741,553,671,639,593,723,755,354,572,549,0.00843,0.701,302760,0.515,0.025,-6.551,0.0988,0.549
2101,Some People,Cliff Richard,57kYpyQ0jswmLl7SPpVVEs,1987,0,663,817,1370,1616,1405,1600,1938,1586,1582,1982,0,0,0,0,0,0,0,0,0,0.243,0.725,231560,0.519,0.000233,-12.864,0.0338,0.809
2102,Song Of The Marching Children,Earth & Fire,4Y4rfmfGugewwdXaCL4RAo,1971,0,665,0,604,379,513,622,574,798,604,686,680,915,1177,1148,1042,1169,1387,1337,1928,0.263,0.418,1104000,0.326,0.081,-14.38,0.0438,0.139
2103,Immigrant Song,Led Zeppelin,78lgmZwycJ3nzsdgmPPGNx,1971,0,672,0,0,0,0,0,0,0,0,413,446,417,300,351,420,500,803,485,424,0.013,0.564,146250,0.932,0.169,-10.068,0.0554,0.619
2104,"It's All Over Now, Baby Blue",Them,6l8oNVFkqdG5kDBv0DalCU,1966,0,673,797,786,826,856,931,864,1043,875,1220,1228,1277,1751,1799,1813,0,0,0,0,0.19,0.604,227440,0.457,0.0,-9.264,0.049,0.694
2105,Come Dancing,Kinks,0cTwMCvozZBj8jCq6o27nk,1983,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.491,236735,0.751,1.22e-05,-11.549,0.0686,0.916
2106,Don't Look Back,Boston,4QySZtWymRGNgrwxZOODKF,1978,0,680,0,0,0,0,0,1375,1152,1839,1421,1461,1685,1319,1340,1408,1630,1623,1680,1927,0.015,0.359,360333,0.717,0.00365,-10.309,0.0405,0.47
2107,A Routine Day,Klaatu,56kpuybytfSzdGb1XcSm3v,1979,0,686,558,1076,1761,1364,1195,1894,0,1776,0,0,0,0,0,0,0,0,0,0,0.364,0.568,191227,0.552,0.0,-9.619,0.0232,0.325
2108,Starless,King Crimson,2gLJXznQp4kGsVz8BptfHS,1974,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,1537,0,0,0,0.106,0.271,744569,0.481,0.465,-9.979,0.037,0.121
2109,Als Je Huilt,André van Duin,4r9YCa2VsqWTyxikimCgvh,1982,0,690,0,1225,1938,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,0.502,221467,0.313,0.000709,-14.357,0.0365,0.585
2110,Babe,Styx,5W7YROOF6bFfBexY81LFjt,1979,0,691,659,698,609,866,968,983,1140,900,1454,1396,1457,1211,1714,1776,0,0,0,0,0.527,0.267,265973,0.204,0.0,-13.714,0.0317,0.0903
2111,Close To Me,Cure,4xiyq1iRdsxuU1BPUJ490Z,1985,0,692,1101,770,758,653,937,839,856,780,1163,1164,1156,954,807,1015,1008,1055,1132,1566,0.0745,0.724,203267,0.523,0.703,-11.139,0.116,0.965
2112,Als De Rook Om Je Hoofd Is Verdwenen,Boudewijn De Groot,2jpptvSaztyVA95fvLq5O9,1972,0,693,439,677,552,637,575,610,603,585,864,939,1721,984,1274,1432,1792,1610,1857,1690,0.0945,0.516,204000,0.537,0.0,-13.091,0.0316,0.514
2113,Take A Chance On Me,ABBA,5BckPAYcKEJuYs1eV1BHHe,1977,0,694,610,1005,1257,1039,1218,1294,1153,1152,1397,1257,1557,1334,1523,1508,1397,1114,1088,869,0.163,0.684,243933,0.675,0.0,-8.123,0.0257,0.924
2114,Enola Gay,Orchestral Manoeuvres In The Dark,3NYCaxkggl0Hh8vQptSUvV,1980,0,695,313,965,963,1292,1329,1731,1972,1403,1432,1731,1779,1874,1438,1587,1578,1657,1871,1815,0.00441,0.559,213693,0.764,0.0299,-7.058,0.0348,0.932
2115,I'm Just A Singer (In A Rock & Roll Band),Moody Blues,6VmYFzOvktP3I3GOlF78u9,1973,0,701,777,823,882,944,885,887,1339,950,1051,1132,1382,1196,1096,1240,1940,0,0,0,0.0934,0.278,256027,0.887,0.000214,-9.041,0.0832,0.708
2116,MacArthur Park,Donna Summer,42tYHqMxXxXHAAWqLaoOfQ,1978,0,703,0,1017,862,761,847,849,783,810,870,821,833,868,878,907,1089,1056,984,952,0.0829,0.579,235200,0.667,0.000605,-12.361,0.04,0.449
2117,Nights On Broadway,Bee Gees,4JjcCdm0RSPuvQWnZyrNkm,1975,0,705,511,606,616,803,775,920,1026,807,1114,1134,1296,1099,1270,1355,1284,1146,1154,1544,0.235,0.573,271373,0.641,0.00414,-9.196,0.0443,0.613
2118,Bombay,Golden Earring,3ezkfApB6BK9c2QyMqAs2r,1976,0,707,0,1420,1289,1236,1457,1237,1354,1325,1627,1622,1456,1471,1598,1904,1882,1826,1946,0,0.022,0.519,234093,0.915,0.17,-7.324,0.0451,0.731
2119,Won't Get Fooled Again,Who,0cJPLFrlV7TTCyPLupHzcH,1971,0,713,514,408,397,398,369,418,513,434,423,468,520,551,492,625,731,940,1059,1757,0.301,0.686,511400,0.92,0.27,-6.231,0.0566,0.225
2120,Kids In America,Kim Wilde,1YGZyfvdgZxzipWoWYVKxi,1981,0,728,1614,1930,1211,1134,1101,1576,1746,1409,0,0,0,0,0,0,0,0,0,1883,0.0953,0.557,205533,0.782,6.75e-06,-3.899,0.0475,0.305
2121,Never Trust A Stranger,Kim Wilde,3xTdlcRowbmMgyGVjjAbxq,1988,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393,0.648,244547,0.841,0.636,-5.235,0.0396,0.686
2122,Do The Strand,Roxy Music,0shPL30nWzEkJzPZ2Anb2m,1973,0,748,0,1169,1717,1436,0,1866,1905,1801,0,0,0,0,0,0,0,0,0,0,0.00841,0.441,243800,0.948,0.172,-4.939,0.0791,0.458
2123,Free Bird ,Lynyrd Skynyrd,4qsAYBCJnu2OkTKUVbbOF1,1974,0,749,0,0,0,0,899,858,807,1206,512,550,446,347,294,366,300,313,315,335,0.0119,0.279,558933,0.852,0.076,-7.838,0.0511,0.438
2124,Netherlands,Dan Fogelberg,0,1977,0,755,595,995,878,1083,1060,1321,1251,1128,1137,1292,1569,1406,1694,1602,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2125,Little Red Rooster,Rolling Stones,3GgpUEdSy8uO58XG35rRho,1965,0,756,516,573,546,595,594,729,821,653,851,854,1097,1181,1129,1161,1524,1024,1349,1669,0.0674,0.721,185787,0.432,0.0321,-11.688,0.0411,0.674
2126,Looking Out For Number One,Bachman Turner Overdrive,4WbssgiyaXQpri2KNcfROs,1976,0,757,836,999,1411,1542,1229,1696,1711,1495,1961,0,0,0,0,0,0,0,0,0,0.183,0.61,319800,0.626,0.000151,-8.759,0.0514,0.523
2127,Once In A Lifetime,Talking Heads,38Ngied9rBORlAbLYNCl4k,1981,0,758,671,662,570,689,949,790,1139,799,898,1197,812,887,785,505,874,860,797,909,0.181,0.644,259907,0.919,0.134,-6.289,0.0561,0.871
2128,Let's Spend The Night Together,Rolling Stones,1QLr0zOu6fv5hLEHOwdr21,1967,0,759,995,625,979,891,1063,921,1422,1007,1139,1054,1415,1538,1383,1742,0,0,0,1953,0.705,0.562,215920,0.793,0.0,-7.774,0.0526,0.57
2129,My Way,Sid Vicious,0TaWdoJiAJoln9OQ1RbdNs,1998,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0.236,244813,0.823,0.643,-7.165,0.0863,0.259
2130,Rock 'n Roll Highschool,Ramones,11XUEE6E54T40RrkPghEXX,1980,0,762,993,959,843,639,1070,1212,1102,971,1189,1319,1321,879,993,914,1307,1702,1933,0,0.34,0.171,141413,0.873,0.000516,-9.507,0.147,0.556
2131,Rockin' All Over The World,Status Quo,6YlOxoHWLjH6uVQvxUIUug,1977,0,763,665,710,1016,829,641,876,939,812,910,962,986,1103,1123,1344,1246,1170,1324,1384,0.236,0.632,215333,0.933,0.00151,-7.874,0.0326,0.968
2132,Summer Nights,John Travolta & Olivia Newton-John,2AVkArcfALVk2X8sfPRzya,1978,0,767,1170,1459,1599,1453,1807,1685,0,1838,0,0,0,0,0,0,0,0,0,0,0.62,0.747,216907,0.663,5.24e-05,-9.415,0.0545,0.606
2133,Back Home,Cuby & The Blizzards,1G0cjvfO783vTJbxs9U3h4,1966,0,780,0,1153,1174,1007,1518,1393,1132,1243,0,0,1556,0,0,0,0,0,0,0,0.265,0.348,274267,0.408,0.00927,-11.695,0.0268,0.417
2134,Black Night,Deep Purple,2c1ccPqUnFYD8W7LY65bKG,1970,0,781,0,552,407,643,724,752,860,691,775,743,894,614,735,992,1126,1385,1373,1380,0.0546,0.507,209400,0.886,0.363,-8.889,0.0873,0.826
2135,Grand Hotel,Procol Harum,3nr5knI35dqBECTRUSECPH,1973,0,782,0,836,899,1200,818,888,1166,973,1319,1346,1301,1467,1640,1673,1989,0,0,0,0.181,0.287,368560,0.51,0.315,-8.893,0.0367,0.177
2136,Weekend,Earth & Fire,1bZr5vH0cfmKu5ODpD0DEO,1979,0,790,594,792,961,995,1049,1126,1369,1090,1282,1254,1461,1568,1580,1516,1706,1514,1475,1619,0.366,0.866,214907,0.572,0.00036,-11.164,0.0374,0.559
2137,All Cried Out,Alison Moyet,74BiRtgDe2YPETdTCcsXoG,1985,0,792,1009,555,816,890,928,1242,980,952,1741,1276,1769,1792,1789,0,0,0,0,0,0.121,0.645,221267,0.841,0.0317,-7.093,0.0283,0.847
2138,Heart Of Glass,Blondie,0a4agFmqHXxcZl1nho1BxM,1979,0,795,1295,1025,1269,1360,1513,1937,1581,1532,1552,1671,1627,1723,1759,1821,0,1974,1702,1937,0.015,0.694,275733,0.577,0.00836,-14.63,0.0308,0.845
2139,Waterfront,Simple Minds,3Mw3lZoplwJrVE5Qz7XRUx,1984,0,797,0,0,0,0,0,0,0,0,884,0,1063,799,705,647,494,704,680,794,0.000393,0.541,289920,0.789,0.0489,-6.419,0.0321,0.48
2140,Where Have I Been Wrong,Cats,4uk6uXT4tr1Hz6z8QzfLVJ,1970,0,798,715,1057,873,981,1233,984,1130,1027,985,952,1261,1913,1444,1354,1759,0,0,0,0.000429,0.403,315907,0.637,0.0141,-9.24,0.0287,0.463
2141,Little Lies,Fleetwood Mac,4CoSCPlKNrWli7E5kFtbcl,1987,0,800,964,1016,1560,1358,1374,1458,1857,1486,1455,1464,1263,1098,877,836,1003,913,861,622,0.216,0.64,221053,0.649,8.3e-05,-10.345,0.0264,0.865
2142,Pamela,Toto,3LFdvM7nIV8t02zyhYLvJo,1988,0,801,588,1426,1116,1121,1320,1541,1647,1358,1603,1572,1463,1378,1179,1422,1351,1419,1508,1288,0.13,0.583,309533,0.414,0.000616,-16.409,0.0289,0.532
2143,Unbeschreiblich Weiblich,Nina Hagen,0,1979,0,806,1063,1031,958,881,1420,1292,1351,1176,917,824,1189,1171,1218,1315,1606,1605,1656,1404,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2144,Duel Eye To Eye,Propaganda,4M2tEAdFRdg0U8rAgYa8o2,1985,0,810,740,809,1062,1168,1231,1228,1808,1265,973,1377,1798,1592,1535,1790,1855,1995,1594,1722,0.252,0.672,288227,0.697,0.407,-11.321,0.0343,0.528
2145,You Win Again,Bee Gees,5mwzpzRue1SBWwrbbhXfbf,1987,0,812,386,1282,781,887,915,1139,1001,940,1335,1432,1571,1602,1404,1577,1697,1534,1446,1899,0.0874,0.547,241400,0.831,8.34e-06,-11.298,0.0319,0.909
2146,Amanda,Boston,4gpext9x0CbdD9NWaa4nDj,1986,0,814,0,0,0,0,0,0,0,0,0,0,0,1955,1974,0,0,0,0,0,0.32,0.449,256200,0.424,1.69e-06,-14.06,0.0323,0.259
