,Unnamed: 0,title,artist,track_uri,year,pos1999,pos2000,pos2001,pos2002,pos2003,pos2004,pos2005,pos2006,pos2007,pos2008,pos2009,pos2010,pos2011,pos2012,pos2013,pos2014,pos2015,pos2016,pos2017,pos2018,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,speechiness,valence,tempo,liveness,genre
2261,2261,Alabama,Neil Young,6PVa4pTYFPv2Sew9wLoyrz,1972,0,1201,1386,1189,1218,1019,1169,1106,1203,1147,1294,1312,1539,1074,1298,1683,0,0,0,0,0.5660000000000001,0.429,242200,0.47200000000000003,0.00402,-13.08,0.0347,0.37799999999999995,147.501,0.152,"['album rock', 'canadian singer-songwriter', 'classic canadian rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter']"
2262,2262,Crying,Don McLean,2CiOPagjBleqnLSMo4yDIj,1980,0,1205,1517,1841,1475,1755,1665,1809,1898,1707,0,0,0,0,0,0,0,0,0,0,0.266,0.248,274000,0.6459999999999999,2.85e-06,-8.904,0.0622,0.25,137.11700000000002,0.966,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']"
2263,2263,Feeling Stronger Every Day,Chicago,0tOCULBiOd2RcRSM2kJNhr,1973,0,1207,1047,1320,1629,1554,1779,1940,0,1889,1920,1887,0,0,0,0,0,0,0,0,0.00455,0.39799999999999996,256773,0.6859999999999999,0.0234,-12.142000000000001,0.0418,0.6940000000000001,158.32,0.301,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
2264,2264,I Think I Love You,Partridge Family,22vqiTM3mI3r4P1P2N4qUi,1970,0,1215,1556,1097,1041,1798,1835,1645,0,1817,1820,0,0,0,0,0,0,0,0,0,0.23600000000000002,0.413,175307,0.6,0.0,-9.096,0.0412,0.725,204.692,0.0457,['bubblegum pop']
2265,2265,I'll Never Drink Again,Alexander Curly,0rwOgDIVZmYKaEedAGi71v,1972,0,1217,943,1263,1469,1123,1539,1842,1211,1401,0,0,0,0,0,0,0,0,0,0,0.0485,0.721,213467,0.604,2.66e-06,-11.057,0.036000000000000004,0.7070000000000001,122.852,0.11,['nederpop']
2266,2266,Magical Mystery Tour,Beatles,0qHMhBZqYb99yhX9BHcIkV,1967,0,1219,1368,1258,1723,1713,1872,1726,1786,1691,1694,1670,1820,1977,1882,0,0,0,0,0,0.0385,0.297,170107,0.613,3.98e-05,-9.065,0.0931,0.33799999999999997,170.96200000000002,0.0734,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
2267,2267,The Look,Roxette,2oWMI54r0qT4N8Xb4C76vq,1989,0,1227,0,1481,1088,1404,1572,1920,1932,1650,0,0,0,0,0,0,0,0,0,0,0.0531,0.634,237320,0.838,8.34e-06,-5.3629999999999995,0.0413,0.541,95.01100000000001,0.0522,"['dance pop', 'europop', 'new wave pop', 'pop rock', 'soft rock', 'swedish pop']"
2268,2268,Till The End Of The Day,Kinks,014NOunS25K1LbcM6DlQ5I,1965,0,1229,1573,1626,0,1774,0,1902,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0.542,138227,0.929,0.0059700000000000005,-7.066,0.0784,0.7929999999999999,140.8,0.125,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']"
2269,2269,Too Shy,Kajagoogoo,6WEBIVqiEsevfgJefTyuQQ,1983,0,1230,1698,1515,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0.7020000000000001,221520,0.871,4.18e-05,-6.728,0.0926,0.664,107.98200000000001,0.0819,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
2270,2270,You Spin Me Round,Dead or Alive,7uHO4AmKtyGa5v5fsElGoC,1985,0,1238,0,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308,0.5670000000000001,199667,0.943,0.0966,-7.992000000000001,0.0387,0.965,128.207,0.544,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
2271,2271,Babooshka,Kate Bush,53Mz9H5UvWMQUXHZnaZYKQ,1980,0,1245,0,1321,1290,1267,1406,1433,1500,1413,1366,1422,1448,947,1396,1718,1726,1766,1940,1959,0.741,0.466,209933,0.439,1.64e-05,-8.892000000000001,0.0325,0.289,107.17299999999999,0.0707,"['art pop', 'art rock', 'baroque pop', 'chamber psych', 'dance pop', 'dance rock', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']"
2272,2272,Embarrassment,Madness,2HaS8ukAb0Y7kn8cpMCasQ,1981,0,1251,1705,1218,1476,1590,1981,0,0,0,1517,1704,0,1704,1624,1576,1699,0,0,0,0.121,0.35200000000000004,191853,0.8290000000000001,0.0668,-4.8919999999999995,0.0348,0.866,73.532,0.183,"['dance rock', 'new romantic', 'new wave', 'ska', 'ska revival']"
2273,2273,Everybody's Somebody's Fool,Connie Francis,0d8FE2qM1lDEv5TI8VuivT,1960,0,1252,0,1890,1294,1616,1156,0,1992,1857,0,0,0,0,0,0,0,0,0,0,0.746,0.5820000000000001,157600,0.591,1.44e-06,-9.623,0.027999999999999997,0.847,84.20100000000001,0.16899999999999998,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']"
2274,2274,Fame,David Bowie,1PehfITh0TTRx3LkDdV4h3,1975,0,1253,1179,1292,1477,1287,1576,1811,0,1812,1774,1627,1861,1578,1582,1301,1803,961,1323,1645,0.45399999999999996,0.7859999999999999,261373,0.555,0.0173,-10.276,0.0471,0.6729999999999999,95.1,0.0826,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']"
2275,2275,Father Of Day Father Of Night,Manfred Mann's Earth band,2y7EDWs3GAqhl6iVbWWhap,1973,0,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0.309,595200,0.42200000000000004,0.00534,-12.045,0.0384,0.0701,121.709,0.0213,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']"
2276,2276,Guitar King,Hank The Knife & The Jets,0Gx84OLupQjaGXcEXoqlRE,1975,0,1260,1606,1774,1714,0,1898,1325,1654,1728,0,0,0,0,1771,0,0,0,0,0,0.0811,0.569,187027,0.955,0.151,-8.787,0.079,0.5770000000000001,103.13600000000001,0.163,0
2277,2277,Holiday,Bee Gees,4SyA5GahcFVbJEcDooBybR,1967,0,1261,1419,1755,1853,1905,0,0,1909,0,0,0,0,0,0,0,0,0,0,0,0.9209999999999999,0.5,175893,0.145,0.0,-14.169,0.03,0.19699999999999998,104.706,0.0857,"['adult standards', 'disco', 'mellow gold', 'soft rock']"
2278,2278,Harborlight,Windjammer,0,1977,0,1262,1158,1341,1803,1669,1659,1975,1739,1701,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2279,2279,I've Been Loving You Too Long,Otis Redding,4pdLyulbYLCrPmDzWWeJIZ,1965,0,1264,1306,1348,1086,1181,1025,1108,1129,1127,976,901,946,860,1016,1064,1441,1846,1748,0,0.7,0.499,181667,0.24600000000000002,0.00227,-12.806,0.0325,0.152,148.468,0.0965,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']"
2280,2280,If I Can't Have You,Yvonne Elliman,2GS6AC5sFrpVxyxQKNCygi,1978,0,1265,1224,1687,1868,1441,1637,1993,0,1906,0,1948,0,0,0,0,0,0,0,0,0.0179,0.585,176040,0.888,0.0,-5.843999999999999,0.0399,0.889,108.43,0.451,0
2281,2281,If There's Something,Roxy Music,5XW47WwVu7vgP4cNcMEqWZ,1972,0,1267,0,0,0,1190,1321,1230,1198,1443,1325,1222,1386,1310,1232,1198,1425,1825,1718,0,0.00385,0.35600000000000004,394507,0.8759999999999999,0.0367,-6.92,0.0744,0.586,78.813,0.261,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop']"
2282,2282,Jambalaya,Carpenters,3Qjk2QFaqhXLRLuFanoKmM,1974,0,1272,1454,1397,1642,1654,1520,1597,1569,1567,1835,1711,0,0,0,0,0,0,0,0,0.747,0.617,222627,0.457,0.00031800000000000003,-14.187000000000001,0.07200000000000001,0.8190000000000001,97.698,0.0716,"['adult standards', 'mellow gold', 'soft rock']"
2283,2283,Kodachrome,Paul Simon,3f0U5NaD1bCk8nmKpn2ZJY,1973,0,1273,700,1243,1491,1608,1726,1656,1861,1618,1723,1630,1793,1816,1689,1981,0,0,0,0,0.0291,0.5920000000000001,215400,0.705,1.9699999999999998e-05,-10.276,0.0287,0.902,135.754,0.0456,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
2284,2284,Le Printemps,Michel Fugain,6wFHow6k06bGZjfSvsHmMO,1977,0,1274,1550,1226,1678,1477,1115,867,1603,1212,1628,1491,1554,1567,1894,0,0,0,0,0,0.6729999999999999,0.7090000000000001,146453,0.775,0.0,-5.486000000000001,0.0479,0.884,124.995,0.315,['chanson']
2285,2285,I'll Never Be Maria Magdalena,Sandra,7LNP6YNYDeMgBeG4JBfAdq,1985,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992,0.613,239827,0.5589999999999999,0.0205,-14.127,0.0268,0.772,104.1,0.314,"['eurodance', 'europop', 'italian disco', 'new romantic', 'new wave pop']"
2286,2286,No Reply,Beatles,4ltC6PrqkTtpcRNi5lvS4z,1965,0,1280,1318,151,1383,1515,1616,1556,1473,1271,1919,1972,0,0,0,0,0,0,0,0,0.67,0.718,136067,0.593,0.0,-9.976,0.0377,0.8690000000000001,124.251,0.172,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
2287,2287,Patsy,Rein de Vries,0GJX7vXqS15TlMaNR2myR6,1965,0,1284,1425,1385,999,1261,1158,1178,1366,1213,1507,1546,1534,1907,1642,1714,0,0,0,0,0.7879999999999999,0.5710000000000001,174960,0.16899999999999998,0.0,-13.277999999999999,0.0295,0.49,106.541,0.11900000000000001,0
2288,2288,Tell Me (You're Coming Back),Rolling Stones,3JZllQBsTM6WwoJdzFDLhx,1965,0,1294,0,1196,1396,1538,1552,1371,1535,1484,1901,1873,0,0,0,0,0,0,0,0,0.0576,0.509,245267,0.706,1.69e-06,-9.427,0.0843,0.446,122.015,0.516,"['album rock', 'british invasion', 'classic rock', 'rock']"
2289,2289,Took A Long Time,Magna Carta,2JgQnPNSNoIDTIj4qwDWyb,1976,0,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5379999999999999,0.602,237600,0.61,1.7e-06,-10.205,0.0258,0.735,138.058,0.0533,"['dutch prog', 'psychedelic folk']"
2290,2290,Turn To Stone,Electric Light Orchestra,1Pd1h30mgU05QkWYhgFzwt,1977,0,1298,954,1489,1255,1768,1598,1769,0,1842,1794,1818,1999,1930,1941,0,0,0,0,0,0.0686,0.5479999999999999,229093,0.72,0.00023199999999999997,-9.777000000000001,0.0409,0.45799999999999996,140.966,0.107,"['album rock', 'art rock', 'beatlesque', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
2291,2291,We Built This City,Starship,6OnfBiiSc9RGKiBKKtZXgQ,1985,0,1301,1713,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052000000000000005,0.6609999999999999,296080,0.9079999999999999,0.0,-4.897,0.039,0.6559999999999999,144.091,0.0708,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
2292,2292,When You're Gone,Maggie MacNeal,4YkQGw5uBzjAOBb8c0UUe4,1975,0,1303,1302,1798,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43799999999999994,0.294,267925,0.366,4.13e-06,-10.181000000000001,0.032,0.139,131.352,0.08,['nederpop']
2293,2293,Why?,Bronski Beat,7vOLJwP5O0woITaIQWOoUX,1984,0,1304,0,1288,1280,1814,1936,1850,1925,1739,0,0,0,0,0,0,0,0,0,0,0.0291,0.573,243773,0.7759999999999999,0.00256,-9.481,0.0385,0.602,138.333,0.171,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
2294,2294,Along Comes Mary,Association,3Zje70mXjYyMuzge8j24L9,1966,0,1307,0,1596,1664,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883,0.584,171000,0.62,1.73e-06,-7.681,0.0513,0.857,143.561,0.187,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'soft rock', 'sunshine pop']"
2295,2295,Bad,Michael Jackson,5lWFrW5T3JtxVCLDb7etPu,1983,0,1310,736,1313,1712,1467,1798,1551,0,1807,439,965,1087,878,1063,1555,1360,1575,1590,968,0.00462,0.787,247360,0.889,0.423,-3.786,0.0397,0.39399999999999996,114.09100000000001,0.0665,"['pop', 'r&b', 'soul']"
2296,2296,Conga,Gloria Estefan,53pZ8y3yMYUNpclGwIufu0,1986,0,1313,1526,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11800000000000001,0.7909999999999999,255760,0.86,0.105,-8.282,0.0451,0.9059999999999999,122.3,0.0614,"['dance pop', 'latin', 'latin pop', 'new wave pop', 'pop', 'soft rock']"
2297,2297,"Don't Call Us, We'll Call You",Sugarloaf,03rP9jQMCTb2KLSckFrIwi,1975,0,1316,1276,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.7559999999999999,203533,0.615,0.000283,-8.103,0.0357,0.7559999999999999,97.652,0.27899999999999997,0
2298,2298,Drinking On My Bed,Rob Hoeke,2OIO8LXkI5Q0EUm7ARiAzc,1968,0,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32299999999999995,0.6920000000000001,204267,0.318,0.0,-9.512,0.0304,0.44799999999999995,112.99,0.15,['nederpop']
2299,2299,Garden Party,Mezzoforte,1vhFkdkfMi6xrC5zGO0fjS,1983,0,1318,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39299999999999996,0.767,370040,0.723,0.8,-10.897,0.0386,0.89,117.62799999999999,0.0968,"['icelandic jazz', 'jazz funk', 'jazz fusion', 'modern funk', 'smooth jazz']"
2300,2300,Girl,Beatles,6tQvjqDIK9GXWIC6mejms8,1965,0,1319,1233,1183,1057,1108,974,1006,855,976,1154,1145,1273,1289,1475,1944,1922,0,0,0,0.5870000000000001,0.6990000000000001,151720,0.294,0.0,-13.205,0.0294,0.893,96.615,0.11699999999999999,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
2301,2301,Girl I'm Gonna Miss You,Milli Vanilli,4vOo9fdrahQHyfdyE1J06w,1989,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0.726,224413,0.45799999999999996,0.00221,-10.079,0.0528,0.8140000000000001,75.715,0.0934,0
2302,2302,Hello Hurray,Alice Cooper,2zyRVV93ijUwH1SyrPcTRR,1973,0,1322,0,1445,1374,1218,1494,1561,1480,1466,1975,1833,0,0,0,0,0,0,0,0,0.0218,0.32799999999999996,258600,0.49700000000000005,0.00519,-12.033,0.0286,0.265,94.56700000000001,0.48700000000000004,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']"
2303,2303,I Saw Her Again,The Mamas & The Papas,2UizutYVqaB33jCHbSoi0d,1966,0,1326,2000,1977,0,1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0.47600000000000003,193747,0.86,0.0309,-5.976,0.0331,0.894,121.715,0.235,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']"
2304,2304,It's Only Rock 'n Roll,Rolling Stones,668YgsnvdNBHfRscNIBS31,1974,0,1331,0,1381,1376,1597,1797,1745,0,1881,0,0,0,1884,0,0,0,0,0,0,0.501,0.616,307440,0.9570000000000001,0.0115,-3.966,0.0508,0.778,128.517,0.318,"['album rock', 'british invasion', 'classic rock', 'rock']"
2305,2305,Moody Blue,Elvis Presley,5nP6bZZpeT9hbtvePmy9ko,1977,0,1340,0,0,0,0,0,0,0,0,1620,0,0,1869,0,0,0,0,0,0,0.674,0.643,169320,0.7290000000000001,7.99e-06,-10.231,0.0297,0.963,135.29,0.17300000000000001,"['rock-and-roll', 'rockabilly']"
2306,2306,Morningside,Neil Diamond,20knBD1M4AzT10hgXDKKxq,1973,0,1341,0,0,0,0,0,0,0,0,1862,1567,1645,0,0,0,0,0,0,0,0.5579999999999999,0.504,264733,0.19699999999999998,0.0024,-19.727,0.0302,0.371,127.791,0.14300000000000002,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']"
2307,2307,19,Paul Hardcastle,5fVFdkU5U6ULjXgwm5q89Q,1985,0,1343,1564,0,0,0,0,0,0,0,0,0,0,1868,0,0,0,0,0,0,0.00281,0.753,210853,0.897,0.73,-8.54,0.073,0.937,117.93700000000001,0.35100000000000003,['smooth jazz']
2308,2308,Now,Dave Berry,0JxvV7hSWkJO7ClKZhAzI5,1965,0,1344,1863,1747,1625,1854,1816,1861,1969,1767,0,1897,0,0,0,0,0,0,0,0,0.0729,0.505,187800,0.89,3.65e-05,-4.92,0.0484,0.773,124.88,0.768,0
2309,2309,On My Radio,The Selecter,5X7Sbugnqqm3ffA9y7b7wD,1980,0,1346,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493,0.7829999999999999,185199,0.706,0.0617,-7.544,0.0434,0.96,141.02100000000002,0.158,"['punk', 'rock steady', 'ska', 'ska punk', 'ska revival']"
2310,2310,Powerful People,Gino Vannelli,6nfxXmjOkcTduBnee8ZcYF,1974,0,1350,0,1074,1895,1385,1239,1536,1472,1475,1583,1592,1905,0,0,0,0,0,0,0,0.10099999999999999,0.331,371733,0.541,0.00811,-14.015999999999998,0.0488,0.348,181.52,0.0792,"['adult standards', 'classic canadian rock', 'mellow gold', 'soft rock', 'yacht rock']"
2311,2311,Twelve Thirty,The Mamas & The Papas,4ZK6Vo5lRD0IkT9Fm8b93L,1967,0,1358,1219,1300,1980,1606,1710,1615,1871,1665,1556,1632,1949,0,0,0,0,0,0,0,0.345,0.557,204733,0.444,0.0,-13.985999999999999,0.0305,0.47200000000000003,113.25200000000001,0.7170000000000001,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']"
2312,2312,Dance Away,Roxy Music,6BKVev5kACyEaolcJkaUbz,1979,0,1370,1638,1583,1959,1907,0,0,0,0,0,0,0,1974,0,0,0,0,0,0,0.0662,0.804,228267,0.688,0.00011200000000000001,-5.893,0.0632,0.9420000000000001,123.00200000000001,0.0392,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop']"
2313,2313,Een Lied Voor Kinderen,Dimitri van Toren,6kbOM1lp2na4rJu0964R3m,1973,0,1373,1752,1591,1887,1529,1886,1928,1836,1745,0,0,0,0,0,0,0,0,0,0,0.0037,0.409,229160,0.807,0.00023199999999999997,-10.133,0.0745,0.597,94.131,0.0899,0
2314,2314,Hot Love,T Rex,4R5qHNB2gdxBM2LDNaJZeO,1971,0,1379,1546,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839,0.565,295480,0.5429999999999999,0.0521,-8.505,0.0376,0.486,130.983,0.0867,"['album rock', 'art rock', 'blues rock', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock']"
2315,2315,Instant Karma!,John Lennon,2BkXpZSvPoUDMLI2Xw9kAL,1970,0,1383,1626,0,1738,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006889999999999999,0.628,200653,0.9309999999999999,0.00146,-9.972999999999999,0.0968,0.14400000000000002,119.976,0.0997,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']"
2316,2316,It'll Be Me,Cliff Richard,6t9BXUsrjZ9nW4f1VTqZEw,1962,0,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.531,116663,0.758,0.0,-7.928999999999999,0.0321,0.7240000000000001,137.014,0.23600000000000002,0
2317,2317,Love Me Do,Beatles,3VbGCXWRiouAq8VyMYN2MI,1963,0,1387,1600,1238,1399,1357,1467,1606,1331,1424,1572,1596,1773,1306,1401,1936,1809,1684,0,0,0.386,0.52,141693,0.8290000000000001,6.2e-05,-6.228,0.0806,0.7440000000000001,147.997,0.22699999999999998,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
2318,2318,Ma Quale Idea,Pino D'angio,50f0mt35cIwwu3Krk7nS7b,1981,0,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334,0.868,262457,0.7879999999999999,2.6000000000000002e-05,-4.321000000000001,0.0547,0.961,114.67399999999999,0.0801,"['italian disco', 'neapolitan funk']"
2319,2319,Mas Que Nada,Sergio Mendes,0vFs2Eorve6vnnQcmItot1,1966,0,1389,0,0,0,0,0,1832,0,0,0,0,0,0,0,0,0,0,0,0,0.0245,0.7609999999999999,213293,0.868,1.12e-06,-6.061,0.0667,0.963,100.037,0.11,"['bossa nova', 'brazilian jazz', 'samba']"
2320,2320,Mother & Child Reunion,Paul Simon,3Vzr76D44jTlA5qw0znjlN,1972,0,1391,1076,1318,1574,1820,1741,1884,0,1903,1845,1825,0,0,0,0,0,0,0,0,0.405,0.65,129708,0.6890000000000001,0.0030600000000000002,-6.712000000000001,0.12,0.828,195.90900000000002,0.19899999999999998,"['dutch hip hop', 'dutch rap pop']"
2321,2321,My Lady Of Spain,Classics,3V3cBGNr6wBOktVKOVYuj0,1972,0,1392,0,1804,1381,1787,1839,1942,1669,1729,0,0,0,0,0,0,0,0,0,0,0.0767,0.441,182933,0.39799999999999996,0.0,-15.235999999999999,0.0273,0.755,102.37100000000001,0.561,"['doo-wop', 'nederpop', 'vocal harmony group']"
2322,2322,Never Marry A Railroad Man,Shocking Blue,0yJqVJvhL5sKNX2VKVSz0C,1970,0,1393,907,1009,1364,1348,1587,1577,1553,1460,1408,1457,1774,1912,1864,0,0,0,0,0,0.46399999999999997,0.512,184240,0.7240000000000001,0.0731,-7.4,0.0394,0.672,133.067,0.193,"['classic rock', 'folk rock', 'nederpop', 'psychedelic rock']"
2323,2323,Push It,Salt -N- Pepa,6sT9MWlJManry3EQwf4V80,1988,0,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658,0.9129999999999999,272133,0.596,0.00349,-12.477,0.0707,0.973,127.215,0.078,"['dance pop', 'girl group', 'hip hop', 'hip house', 'hip pop', 'old school hip hop', 'queens hip hop', 'rap']"
2324,2324,The Summer Is Here,Outsiders,3no3GPedEaxhUUtFqm4OZz,1967,0,1398,0,1655,0,1806,1680,1849,0,1990,0,0,0,0,0,0,0,0,0,0,0.106,0.359,206453,0.7659999999999999,0.00101,-2.496,0.0292,0.675,106.84100000000001,0.115,"['classic garage rock', 'freakbeat', 'nederpop']"
2325,2325,Temptation,Heaven 17,1u8wrxIC4Vo3OYI1Rbb5hN,1983,0,1399,0,1349,0,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237,0.727,283125,0.845,2.42e-06,-5.638999999999999,0.0825,0.43700000000000006,126.955,0.0475,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
2326,2326,The Riddle,Nik Kershaw,6sn3FHCq2csvNkq2h9Au8V,1984,0,1401,1173,1367,1810,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0.578,234840,0.655,6.91e-06,-7.935,0.0277,0.898,101.889,0.13699999999999998,"['classic uk pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
2327,2327,Time Waits For No One,Rolling Stones,6dP2cO6pcgyf5XwvDaubQa,1974,0,1402,0,0,0,0,0,0,0,0,1870,0,1841,1871,1363,1542,1575,0,1907,0,0.0831,0.5429999999999999,398200,0.601,0.0789,-9.783,0.0298,0.8109999999999999,118.512,0.0314,"['album rock', 'british invasion', 'classic rock', 'rock']"
2328,2328,Wouldn't It Be Nice,Beach Boys,2Gy7qnDwt8Z3MNxqat4CsK,1966,0,1410,1792,1184,1437,1223,1630,1693,1400,1471,1299,1136,1106,1581,1305,1780,1914,1343,1185,1640,0.718,0.392,153205,0.629,3.76e-06,-7.056,0.0335,0.72,124.51100000000001,0.129,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
2329,2329,Zwei Kleine Italiener,Conny Froboess,2v3TG35plidR486Cltpgxs,1962,0,1412,0,1440,1438,1500,1509,1575,1515,1539,0,0,0,0,0,0,0,0,0,0,0.0525,0.643,165267,0.34299999999999997,0.0,-13.015999999999998,0.027000000000000003,0.909,98.10700000000001,0.177,"['classic schlager', 'vintage schlager', 'volksmusik']"
2330,2330,Afrikaan Beat,Bert Kaempfert,1BPXaPBTN9oF2HJ4PDx2sp,1962,0,1413,997,1410,1307,1533,1818,1880,1825,1659,1809,1874,1988,1763,0,0,0,0,0,0,0.585,0.654,146133,0.49200000000000005,0.0087,-11.939,0.0407,0.977,169.37599999999998,0.11,"['adult standards', 'ballroom', 'easy listening', 'lounge']"
2331,2331,All The Roses,Dolly Dots,4e617VqgUfgWPO1BdxLvIQ,1982,0,1414,1761,0,0,0,0,0,0,0,1477,0,0,0,0,0,0,0,0,0,0.6409999999999999,0.455,192440,0.461,0.00054,-10.876,0.0278,0.369,134.148,0.242,"['dutch pop', 'nederpop']"
2332,2332,Baby I Love You,Andy Kim,3z2ZSQZXaWAufdyv3xnuLe,1969,0,1416,1605,1826,1747,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485,0.556,176440,0.722,0.000324,-6.962000000000001,0.0331,0.7170000000000001,109.155,0.142,"['brill building pop', 'bubblegum pop']"
2333,2333,Birds And Bees,Warm Sounds,7GYmof1niIG0ChPLsbGzy3,1967,0,1418,1050,1772,0,1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42200000000000004,0.49200000000000005,156387,0.493,0.00101,-12.784,0.0322,0.7,141.02700000000002,0.18600000000000003,0
2334,2334,Blue Monday,Fats Domino,7iwQPvyViIkyT0HWnatjnk,1955,0,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5920000000000001,0.38799999999999996,143667,0.8320000000000001,0.0,-9.718,0.0385,0.91,151.298,0.135,"['adult standards', 'brill building pop', 'louisiana blues', 'lounge', 'new orleans blues', 'piano blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']"
